,loss,acc,val_loss,val_acc
0,2.8141891956329346,0.12620027363300323,2.725249767303467,0.08749999850988388
1,2.7214157581329346,0.1316872388124466,2.7094388008117676,0.17499999701976776
2,2.694432497024536,0.1454046666622162,2.713818073272705,0.11249999701976776
3,2.655207872390747,0.16598080098628998,2.64896821975708,0.11249999701976776
4,2.6114110946655273,0.1906721591949463,2.642712116241455,0.11249999701976776
5,2.6167995929718018,0.19890260696411133,2.6859912872314453,0.16249999403953552
6,2.5873682498931885,0.1947873830795288,2.5569610595703125,0.16249999403953552
7,2.5798587799072266,0.201646089553833,2.635749340057373,0.10000000149011612
8,2.564114570617676,0.2043895721435547,2.5592243671417236,0.1875
9,2.547706127166748,0.22359396517276764,2.546959161758423,0.17499999701976776
10,2.5322983264923096,0.21673525869846344,2.461864471435547,0.2750000059604645
11,2.5457053184509277,0.23045267164707184,2.532838821411133,0.1875
12,2.51420259475708,0.22633744776248932,2.573694944381714,0.20000000298023224
13,2.490008592605591,0.23319615423679352,2.564426898956299,0.20000000298023224
14,2.463832378387451,0.2400548756122589,2.5424020290374756,0.23749999701976776
15,2.4526877403259277,0.26474621891975403,2.5368220806121826,0.20000000298023224
16,2.4279680252075195,0.26886144280433655,2.323483943939209,0.26249998807907104
17,2.415924310684204,0.25788751244544983,2.50089430809021,0.2874999940395355
18,2.4478232860565186,0.25102880597114563,2.3555259704589844,0.26249998807907104
19,2.423722267150879,0.277091920375824,2.380018711090088,0.25
